fat,sugar,sodium,grade
4.0,1.0,0.03,A
5.0,5.0,0.085,A
1.5,5.0,0.07,A
3.5,6.0,0.035,B
3.5,4.0,0.01,A
2.5,2.0,0.13,A
4.0,6.0,0.03,B
6.0,8.0,0.02,B
4.0,5.0,0.07,A
2.0,2.0,0.09,A
0.0,2.0,0.41,A
0.0,5.0,0.34,A
0.0,1.0,0.86,B
0.0,4.0,0.67,B
0.0,5.0,0.27,A
0.0,1.0,0.86,B
0.0,3.0,0.26,A
0.0,2.0,0.32,A
0.0,13.0,0.18,C
0.0,4.0,0.33,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,1.0,0.58,B
3.0,1.0,0.07,A
5.0,3.0,0.1,A
2.5,1.0,0.065,A
13.0,2.0,0.28,B
3.0,1.0,0.07,A
3.0,1.0,0.085,A
2.5,0.0,0.53,B
1.0,0.0,0.22,A
3.5,0.0,0.5,A
4.0,0.0,0.35,A
2.5,0.0,0.29,A
2.0,0.0,0.4,A
4.0,0.0,0.6,B
0.0,0.0,0.31,A
7.0,16.0,0.18,C
2.5,0.0,0.31,A
1.5,0.0,0.44,A
4.0,0.0,0.26,A
1.5,0.0,0.24,A
1.5,0.0,0.34,A
1.0,0.0,0.28,A
1.0,0.0,0.26,A
2.0,0.0,0.0,A
0.0,0.0,0.32,A
7.0,0.0,0.42,B
2.5,0.0,0.31,A
3.0,0.0,0.18,A
1.0,0.0,0.18,A
0.0,19.0,0.08,C
3.5,0.0,0.25,A
4.0,25.0,0.05,C
3.0,14.0,0.05,C
7.0,13.0,0.075,C
7.0,8.0,0.065,B
5.0,13.0,0.075,C
2.5,27.0,0.035,D
2.5,18.0,0.07,C
2.0,17.0,0.035,C
7.0,8.0,0.065,B
7.0,4.0,0.075,B
4.0,25.0,0.0,C
3.0,22.0,0.07,C
2.5,16.0,0.03,C
2.0,22.0,0.05,C
7.0,4.0,0.075,B
2.5,13.0,0.03,C
4.5,17.0,0.06,C
5.0,6.0,0.055,B
2.5,17.0,0.03,C
1.5,19.0,0.045,C
2.1,3.2,0.007,A
2.1,3.0,0.016,A
6.0,10.0,0.025,B
8.0,9.3,0.022,B
8.0,9.0,0.025,B
2.0,0.0,0.25,A
1.0,0.0,0.15,A
7.0,0.0,0.18,B
8.0,0.0,0.26,B
6.0,1.0,0.28,A
7.0,0.0,0.28,B
2.5,0.0,0.34,A
8.0,0.0,0.28,B
2.5,0.0,0.34,A
7.0,0.0,0.28,B
10.0,0.0,0.16,B
10.0,0.0,0.16,B
1.0,0.0,0.21,A
1.5,0.0,0.25,A
7.0,0.0,0.28,B
20.0,0.0,0.34,C
0.0,2.5,0.0,A
3.5,5.6,0.012,B
28.4,47.6,0.08,D
5.3,7.3,0.015,B
10.8,16.8,0.033,C
4.9,8.0,0.017,B
3.5,6.0,0.0,B
5.0,8.0,0.015,B
13.7,19.0,0.065,C
6.34,0.0,0.0,A
8.8,0.0,0.0,B
15.6,0.0,0.0,B
8.27,0.0,0.0,B
7.15,0.0,0.0,B
7.48,0.0,0.0,B
2.5,14.0,0.03,C
1.5,25.0,0.12,C
3.0,0.0,0.002,A
18.0,0.0,0.0,C
18.0,0.0,0.0,C
11.8,0.0,0.0,B
16.2,0.0,0.0,B
15.0,0.0,0.0,B
20.0,0.0,0.0,C
6.0,0.0,0.0,A
12.0,0.0,0.0,B
6.0,0.0,0.0,A
16.0,0.0,0.0,B
8.0,0.0,0.0,B
18.0,0.0,0.0,C
14.7,0.0,0.0,B
16.0,0.0,0.0,B
14.0,0.0,0.0,B
16.0,0.0,0.0,B
15.2,0.0,0.0,B
18.0,0.0,0.0,C
16.0,0.0,0.0,B
20.0,0.0,0.0,C
10.9,0.0,0.0,B
18.0,0.0,0.0,C
13.0,0.0,0.0,B
0.0,0.0,0.015,A
0.0,0.0,0.28,A
5.0,3.0,0.65,B
0.0,1.0,0.56,B
22.0,14.0,0.57,C
14.0,9.0,0.38,B
5.0,5.0,0.34,A
0.0,0.0,0.13,A
0.0,1.0,0.48,A
2.0,0.1,0.18,A
3.0,4.0,0.82,B
0.0,0.0,0.18,A
1.5,0.1,0.31,A
0.0,3.0,1.3,C
0.0,3.0,2.98,D
0.0,3.0,0.055,A
0.0,1.0,0.077,A
2.0,3.0,1.14,B
0.0,0.0,0.64,B
0.0,0.0,0.3,A
6.0,7.0,0.59,B
4.0,4.0,1.06,B
2.5,2.0,0.21,A
0.0,1.0,0.66,B
0.0,3.0,2.96,D
0.0,0.0,0.43,A
1.0,0.0,0.85,B
0.0,1.0,0.09,A
0.0,0.0,0.43,A
0.0,1.0,0.66,B
0.0,1.0,0.62,B
0.6,0.3,0.004,A
0.0,0.0,0.02,A
1.0,0.0,0.075,A
2.5,4.0,0.46,A
0.0,2.0,0.065,A
1.0,2.0,0.17,A
2.0,1.0,0.44,A
1.5,1.0,0.34,A
0.5,0.0,0.105,A
0.5,2.0,0.38,A
1.0,1.0,0.065,A
1.5,2.0,0.37,A
4.0,11.0,0.502,B
2.0,1.0,0.78,B
1.0,1.0,0.085,A
0.0,3.0,0.0,A
2.5,2.0,0.18,A
6.0,12.0,0.07,B
13.0,27.0,0.26,D
3.5,8.0,0.15,B
1.5,3.0,0.05,A
2.0,4.0,0.0,A
2.0,2.0,0.04,A
4.5,4.0,0.2,A
2.0,8.0,0.125,B
2.0,3.0,0.032,A
13.0,10.0,0.135,B
6.0,9.0,0.0,B
8.0,9.0,0.04,B
4.0,8.0,0.135,B
5.0,6.0,0.125,B
6.0,13.0,0.08,C
2.0,4.0,0.07,A
6.0,10.0,0.12,B
3.0,2.0,0.04,A
2.0,9.0,0.14,B
5.0,4.0,0.07,A
5.0,9.0,0.12,B
3.0,2.0,0.02,A
2.0,1.0,0.08,A
5.0,1.0,0.115,A
3.0,0.0,0.35,A
7.0,0.0,0.0,B
1.0,0.0,0.0,A
1.0,0.0,0.0,A
0.0,0.0,0.035,A
2.0,0.0,0.0,A
0.0,10.0,0.035,B
0.0,2.0,0.015,A
0.0,0.0,0.0,A
6.0,16.0,0.0,C
0.0,12.0,0.0,B
4.0,20.0,0.17,C
4.0,20.0,0.16,C
3.5,18.0,0.15,C
0.0,14.0,0.05,C
4.0,20.0,0.0,C
3.5,25.0,0.14,C
21.0,0.0,0.0,C
4.5,16.0,0.0,C
19.0,0.0,0.0,C
3.5,14.0,0.02,C
2.0,14.0,0.005,C
2.0,21.0,0.065,C
0.5,16.0,0.0,C
2.5,12.0,0.03,B
0.0,13.0,0.025,C
2.5,12.0,0.03,B
2.0,14.0,0.095,C
2.5,13.0,0.035,C
2.5,5.0,0.015,A
2.5,5.0,0.015,A
4.0,11.0,0.025,B
2.0,12.0,0.035,B
1.0,6.0,0.0,B
1.0,6.0,0.015,B
5.0,0.0,0.13,A
2.0,14.0,0.045,C
3.5,0.0,0.03,A
2.5,20.0,0.11,C
1.0,6.0,0.02,B
6.0,12.0,0.19,B
1.0,0.0,0.005,A
0.5,10.0,0.0,B
3.0,8.0,1.21,B
12.0,7.0,0.42,B
0.0,10.0,0.31,B
5.0,0.0,0.28,A
3.5,0.0,0.23,A
2.0,0.0,0.25,A
5.0,3.0,0.2,A
2.0,0.0,0.25,A
10.0,0.0,0.07,B
2.5,8.0,0.56,B
3.5,0.0,0.25,A
4.0,0.0,0.31,A
5.0,0.0,0.29,A
6.0,11.0,0.14,B
0.0,12.0,0.35,B
8.0,1.0,0.24,B
2.5,5.0,0.1,A
7.0,0.0,0.42,B
7.0,1.0,0.37,B
3.0,0.0,0.22,A
2.5,5.0,0.12,A
5.0,0.0,0.27,A
3.5,0.0,0.23,A
7.0,0.0,0.38,B
3.0,0.0,0.29,A
5.0,0.0,0.28,A
2.0,2.0,0.0,A
1.5,2.0,0.0,A
2.0,2.0,0.045,A
2.0,3.0,0.0,A
7.0,1.0,0.4,B
4.5,2.0,0.15,A
4.0,0.0,0.22,A
3.0,1.0,0.095,A
8.0,4.0,0.125,B
7.5,10.5,0.015,B
15.0,16.0,0.075,C
14.0,1.0,0.0,B
11.0,7.0,0.002,B
12.0,5.0,0.0,B
6.3,11.25,0.063,B
10.0,0.0,0.0,B
0.0,25.0,0.0,C
0.0,25.0,0.1,C
0.0,40.0,0.0,D
10.0,24.0,0.0,C
11.0,8.0,0.0,B
21.0,27.0,0.0,D
11.0,10.0,0.085,B
3.0,11.0,0.07,B
22.86,46.26,0.144,D
20.9,0.0,0.083,C
20.9,38.6,0.083,D
0.2,0.0,0.05,A
0.3,0.5,0.05,A
5.0,1.0,0.07,A
5.0,1.0,0.09,A
5.0,1.0,0.075,A
5.0,1.0,0.06,A
7.0,1.0,0.13,B
3.5,1.0,0.095,A
6.0,1.0,0.135,A
2.5,1.0,0.07,A
6.0,1.0,0.07,A
4.0,1.0,0.065,A
5.0,1.0,0.06,A
18.3,0.0,0.0,C
18.3,0.0,0.0,C
19.3,0.0,0.0,C
9.0,11.0,0.0,B
9.0,14.0,0.02,C
9.0,10.0,0.03,B
7.0,9.0,0.005,B
6.0,10.0,0.015,B
4.5,7.0,0.005,B
5.0,11.0,0.035,B
11.0,8.0,0.01,B
15.0,15.0,0.07,C
2.5,12.0,0.17,B
2.0,19.0,0.22,C
0.5,15.0,0.01,C
2.5,16.0,0.105,C
1.5,3.0,0.17,A
3.0,1.0,0.125,A
4.0,18.0,0.26,C
0.0,4.0,0.0,A
1.5,3.0,0.18,A
0.0,0.0,0.0,A
2.0,4.0,0.025,A
2.0,2.0,0.14,A
4.0,33.0,0.135,D
1.5,7.5,0.044,B
2.5,9.0,0.15,B
2.0,3.0,0.15,A
2.0,4.0,0.025,A
22.0,0.0,0.0,C
2.5,9.0,0.09,B
0.5,15.0,0.01,C
4.0,18.0,0.26,C
2.5,0.0,0.115,A
2.0,2.0,0.14,A
2.0,0.0,0.14,A
4.5,25.0,0.14,C
4.5,25.0,0.14,C
2.5,12.0,0.17,B
0.0,0.0,0.0,A
2.5,5.0,0.025,A
2.0,19.0,0.22,C
2.5,1.0,0.16,A
1.5,0.0,0.2,A
8.3,0.0,0.0,B
3.0,0.0,0.0,A
5.0,0.0,0.0,A
5.0,0.0,0.0,A
0.0,0.0,0.0,A
3.0,0.0,0.0,A
11.0,1.0,0.121,B
1.0,3.0,0.04,A
23.53,0.58,0.714,C
3.5,15.0,1.29,C
0.0,0.0,0.67,B
1.0,0.0,0.015,A
0.0,0.0,0.042,A
2.0,16.0,1.37,C
0.0,0.0,0.042,A
0.0,1.0,0.042,A
1.0,3.0,0.42,A
3.0,5.0,0.63,B
2.5,13.0,0.53,C
0.0,3.0,0.04,A
0.5,0.0,0.0,A
1.0,3.0,0.42,A
1.0,0.0,0.0,A
0.0,3.0,0.04,A
6.0,6.0,0.89,B
1.0,0.0,0.0,A
1.0,0.0,0.0,A
1.0,3.0,0.0,A
0.0,0.0,0.72,B
1.0,0.0,0.0,A
0.0,0.0,0.99,B
1.0,3.0,0.005,A
0.5,3.0,1.4,C
1.0,0.0,0.0,A
5.0,12.0,0.94,B
4.0,7.0,0.63,B
8.0,14.0,0.95,C
5.0,11.0,0.75,B
4.0,7.0,0.63,B
7.0,24.0,0.0,C
6.0,13.0,0.115,C
7.0,17.0,0.125,C
8.0,1.0,0.105,B
8.0,19.0,0.12,C
6.0,11.0,0.095,B
7.0,10.0,0.115,B
16.0,0.0,0.0,B
0.0,0.0,0.14,A
3.5,20.0,0.12,C
9.0,6.0,0.085,B
10.0,6.0,0.05,B
4.0,6.0,0.07,B
9.0,6.0,0.05,B
4.0,1.0,0.21,A
0.5,2.0,0.76,B
0.0,0.0,0.29,A
6.0,6.0,0.1,B
1.0,4.0,0.87,B
0.5,17.0,0.34,C
2.0,1.0,0.56,B
3.0,1.0,0.41,A
0.0,4.0,0.025,A
0.0,0.0,0.035,A
3.5,6.0,0.0,B
5.0,5.0,0.08,A
5.0,5.0,0.06,A
4.5,6.0,0.098,B
13.0,4.0,0.044,B
4.5,7.0,0.112,B
0.0,0.0,0.035,A
13.0,4.0,0.044,B
7.0,0.0,0.095,B
5.0,1.0,0.1,A
10.0,7.0,0.075,B
10.0,6.0,0.075,B
4.5,7.0,0.098,B
6.0,0.0,0.06,A
6.0,0.0,0.13,A
6.0,0.0,0.07,A
5.0,0.0,0.05,A
5.0,0.0,0.0,A
6.0,0.0,0.055,A
6.0,0.0,0.07,A
7.0,0.0,0.09,B
7.0,0.0,0.0,B
7.0,0.0,0.07,B
0.0,0.0,0.0,A
2.0,3.0,0.1,A
1.0,6.0,0.01,B
1.0,6.0,0.01,B
1.0,3.0,0.085,A
1.0,6.0,0.01,B
1.0,3.0,0.01,A
15.0,0.0,0.0,B
4.0,0.0,0.14,A
0.0,4.0,0.82,B
0.0,5.0,0.07,A
0.0,2.0,1.08,B
0.0,4.0,0.82,B
0.0,1.0,0.99,B
0.0,4.0,0.91,B
0.0,11.0,0.0,B
0.0,3.0,0.6,B
0.0,8.0,0.0,B
0.0,10.0,0.53,B
1.5,3.0,0.65,B
0.0,2.0,1.2,B
0.0,13.0,0.0,C
13.0,1.0,0.03,B
5.0,4.0,0.97,B
0.0,0.0,0.0,A
4.0,5.0,0.596,B
1.0,10.0,0.04,B
1.0,0.0,0.0,A
0.5,0.0,0.16,A
3.0,3.0,1.15,B
5.0,4.0,1.036,B
5.0,3.0,0.64,B
15.0,0.0,0.0,B
3.5,2.0,0.135,A
6.0,4.0,1.27,C
3.5,2.0,0.135,A
1.0,0.0,0.26,A
7.0,5.0,0.64,B
8.0,1.0,0.24,B
4.5,4.0,0.72,B
7.0,1.0,0.075,B
7.0,5.0,0.64,B
7.0,5.0,0.64,B
7.0,13.0,0.035,C
4.5,5.0,0.57,B
8.0,13.0,0.055,C
3.0,3.0,1.14,B
3.0,3.0,1.14,B
9.0,1.0,0.09,B
5.0,3.0,0.64,B
5.0,4.0,0.97,B
2.0,0.0,0.0,A
4.5,5.0,0.57,B
8.0,1.0,0.12,B
5.0,4.0,0.97,B
5.0,4.0,0.97,B
1.5,0.0,0.26,A
7.0,5.0,0.64,B
9.0,1.0,0.0,B
3.5,3.0,0.085,A
7.0,0.0,0.0,B
1.0,1.0,0.116,A
1.0,1.0,0.13,A
0.5,1.0,0.136,A
2.0,1.0,0.33,A
1.0,1.0,0.0,A
14.0,0.0,0.31,B
10.0,0.0,0.135,B
9.0,0.0,0.42,B
6.0,0.0,0.49,A
14.0,0.0,0.31,B
18.0,0.0,0.135,C
8.0,14.0,0.08,C
55.0,7.0,0.0,D
8.2,5.8,0.008,B
10.0,13.0,0.01,C
16.0,2.0,0.01,B
46.0,11.0,0.01,D
11.7,6.8,0.004,B
51.0,1.0,0.025,D
32.0,49.0,0.013,D
7.0,9.0,0.015,B
0.0,16.0,0.03,C
1.5,1.0,0.18,A
3.5,0.0,0.025,A
4.5,1.0,0.07,A
4.0,0.0,0.025,A
8.0,7.0,0.04,B
9.0,10.0,0.035,B
8.0,8.0,0.04,B
6.0,7.0,0.045,B
8.0,7.0,0.035,B
6.0,6.0,0.04,B
8.0,7.0,0.035,B
0.0,14.0,0.065,C
4.0,9.0,0.04,B
4.5,4.0,0.05,A
7.0,9.0,0.1,B
4.5,10.0,0.09,B
4.4,0.0,1.124,B
0.0,0.0,0.0,A
4.5,10.0,0.09,B
4.5,4.0,0.0,A
4.0,9.0,0.04,B
9.0,8.0,0.085,B
11.0,9.0,0.065,B
0.0,24.0,0.075,C
0.0,28.0,0.005,D
0.0,31.0,0.015,D
6.0,0.0,0.285,A
9.0,8.0,0.085,B
0.0,10.0,0.035,B
6.0,6.0,0.0,B
11.0,12.0,0.075,B
5.0,5.0,0.015,A
7.0,15.0,0.1,C
10.0,9.0,0.095,B
6.0,0.0,0.0,A
7.0,13.0,0.085,C
5.4,5.4,0.01,B
5.7,5.5,0.03,B
8.0,10.0,0.1,B
1.5,3.0,0.03,A
0.0,0.0,0.025,A
0.0,0.0,0.0,A
0.0,0.0,0.01,A
0.0,0.0,0.105,A
5.0,0.0,0.115,A
4.5,0.0,0.2,A
7.0,0.0,0.44,B
3.5,0.0,0.135,A
3.5,0.0,0.135,A
3.0,0.0,0.23,A
4.5,22.0,0.105,C
4.0,22.0,0.13,C
4.0,9.0,0.13,B
2.5,0.0,0.025,A
0.0,7.0,0.01,B
0.0,9.0,0.02,B
1.0,5.0,0.14,A
0.0,18.0,0.035,C
0.0,0.0,0.0,A
0.0,0.0,0.016,A
0.0,9.5,0.015,B
5.0,17.0,0.06,C
0.0,14.0,0.0,C
0.0,13.0,0.0,C
0.0,5.0,0.0,A
0.0,11.0,0.0,B
0.0,16.0,0.0,C
9.0,1.0,0.21,B
0.0,3.0,0.56,B
0.0,0.0,0.25,A
22.5,15.0,0.8,C
4.5,3.0,0.16,A
6.0,2.0,0.24,A
7.0,3.0,0.31,B
6.0,3.0,0.27,A
5.0,2.0,0.23,A
6.0,4.0,0.23,A
14.1,0.0,1.319,C
0.0,0.0,0.97,B
0.0,1.0,0.23,A
17.6,0.0,0.0,C
13.8,1.9,1.319,C
1.05,0.0,0.0,A
27.0,0.0,0.375,C
2.5,0.0,0.035,A
2.0,0.0,0.0,A
29.0,0.0,1.27,C
3.0,0.0,0.184,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
13.0,0.0,0.045,B
9.0,8.0,0.015,B
0.0,0.0,0.025,A
3.6,1.0,0.0,A
4.9,3.1,0.006,A
4.0,12.0,1.06,B
6.0,0.0,0.05,A
2.0,5.0,0.035,A
4.5,12.0,0.14,B
5.0,14.0,0.19,C
1.5,5.0,0.04,A
0.0,17.0,0.0,C
0.0,15.0,0.0,C
0.0,16.0,0.0,C
0.0,16.0,0.0,C
0.0,16.0,0.0,C
0.0,15.0,0.0,C
0.0,22.0,0.0,C
0.0,25.0,0.01,C
0.0,16.0,0.0,C
0.0,15.0,0.0,C
0.0,21.0,0.0,C
0.0,10.0,0.055,B
0.0,6.0,0.055,B
12.0,9.0,0.08,B
0.0,16.0,0.0,C
5.0,19.0,0.05,C
0.0,12.0,0.0,B
0.0,18.0,0.0,C
1.0,4.0,0.54,B
2.5,6.0,0.63,B
2.0,0.0,0.045,A
0.0,4.0,0.08,A
7.0,3.0,0.29,B
2.0,1.0,0.09,A
0.5,2.0,0.61,B
1.0,0.0,0.03,A
2.0,0.0,0.065,A
3.5,6.0,0.54,B
1.5,0.0,0.13,A
1.0,0.0,0.53,B
2.0,0.0,0.08,A
2.5,0.0,0.01,A
2.0,0.0,0.6,B
0.0,4.0,0.04,A
3.5,6.0,0.54,B
2.0,0.0,0.0,A
2.0,0.0,0.065,A
1.5,3.0,0.65,B
2.0,0.0,0.08,A
0.0,1.0,1.27,C
2.5,7.0,0.62,B
0.0,4.0,0.075,A
0.0,3.0,0.23,A
2.0,0.0,0.065,A
0.0,33.0,2.58,D
0.5,14.0,0.6,C
2.5,15.0,1.56,C
0.0,15.0,0.68,C
0.0,7.0,0.74,B
0.5,0.0,0.27,A
5.0,0.0,0.26,A
1.0,7.0,0.195,B
6.0,9.0,1.25,B
1.0,4.0,0.6,B
0.5,16.0,0.64,C
14.0,0.0,0.0,B
2.0,0.0,0.08,A
3.5,6.0,1.38,C
2.0,0.0,0.09,A
0.0,8.0,0.6,B
5.0,6.0,1.38,C
0.0,4.0,0.06,A
5.0,0.0,0.26,A
14.0,0.0,0.095,B
1.5,3.0,0.65,B
7.0,3.0,0.29,B
1.0,0.0,0.53,B
2.0,1.0,0.09,A
17.0,0.0,0.03,C
4.0,1.0,0.9,B
6.0,1.0,0.0,A
9.0,5.0,1.27,C
6.0,1.0,0.21,A
2.5,1.0,0.07,A
2.5,1.0,0.135,A
13.0,5.0,0.0,B
8.0,2.0,1.28,C
13.0,5.0,1.03,B
13.0,5.0,1.03,B
45.0,1.0,0.105,D
0.0,7.0,0.1,B
2.0,2.0,0.005,A
2.0,2.0,0.005,A
0.0,6.0,0.0,B
0.0,0.0,0.058,A
0.0,5.0,0.075,A
0.0,5.0,0.1,A
1.0,14.0,0.007,C
0.0,12.0,0.005,B
0.0,0.0,0.005,A
1.0,9.0,0.0,B
0.0,13.0,0.02,C
9.0,4.0,0.0,B
8.0,8.0,0.0,B
0.5,11.0,0.01,B
0.0,10.0,0.01,B
0.0,10.0,0.0,B
8.0,8.0,0.01,B
7.0,5.0,0.065,B
0.0,14.0,0.0,C
0.0,13.0,0.02,C
0.0,10.0,0.009,B
0.0,14.0,0.0,C
0.0,0.0,0.01,A
7.0,10.0,0.015,B
0.0,30.0,0.01,D
0.0,28.0,0.025,D
0.0,31.0,0.0,D
0.0,11.0,0.04,B
0.0,13.0,0.03,C
2.0,0.0,0.0,A
5.0,6.0,0.03,B
5.5,0.0,0.04,A
6.0,0.0,0.04,A
5.0,1.0,0.03,A
5.0,0.0,0.0,A
5.0,10.0,0.04,B
0.0,0.0,0.0,A
1.5,14.0,0.01,C
3.5,13.0,0.045,C
5.0,0.0,0.0,A
2.5,16.0,0.1,C
0.0,22.0,0.0,C
0.0,24.0,0.0,C
3.0,13.0,0.01,C
5.0,1.0,0.095,A
4.5,1.0,0.1,A
5.0,1.0,0.11,A
1.5,1.0,0.15,A
2.5,0.0,0.4,A
0.0,0.0,0.18,A
4.5,3.0,1.18,B
1.5,1.0,0.4,A
1.5,7.0,0.44,B
6.0,0.0,0.04,A
3.0,2.0,0.36,A
0.5,0.0,0.59,B
4.5,4.0,0.4,A
8.0,0.0,0.0,B
16.0,0.0,0.0,B
6.0,0.0,0.0,A
8.0,0.0,0.0,B
7.0,0.0,0.0,B
2.5,17.0,0.055,C
5.0,1.0,0.03,A
7.0,3.0,0.055,B
9.0,3.0,0.13,B
8.0,4.0,0.06,B
8.0,3.0,0.115,B
2.5,1.0,0.03,A
0.0,4.0,0.03,A
4.0,0.0,0.19,A
4.5,5.0,0.045,A
7.0,4.0,0.59,B
4.0,1.0,0.7,B
3.0,2.0,0.84,B
6.0,0.0,0.86,B
3.5,1.0,0.72,B
6.0,0.0,0.0,A
2.5,0.0,0.085,A
5.0,10.0,0.025,B
0.0,12.0,0.015,B
8.0,0.045,0.0,B
0.0,0.0,0.0,A
3.0,0.0,0.0,A
4.5,0.0,0.0,A
8.0,10.0,0.09,B
0.0,11.0,0.045,B
3.0,15.0,0.15,C
2.5,15.0,0.0,C
28.0,4.0,0.17,C
9.0,2.0,0.6,B
17.0,9.0,1.31,C
4.0,0.0,0.0,A
4.5,2.0,0.94,B
4.0,4.0,0.045,A
7.0,6.0,0.9,B
8.0,0.5,0.0,B
21.0,4.0,1.82,C
2.5,3.0,0.02,A
6.0,1.0,0.85,B
5.0,7.0,0.04,B
4.5,3.0,0.045,A
4.5,3.0,0.81,B
5.0,7.0,0.035,B
4.5,4.0,0.09,A
6.0,6.0,0.1,B
19.0,6.0,1.24,C
7.0,1.0,1.0,B
3.0,2.0,0.0,A
7.0,4.0,0.59,B
0.0,18.0,0.01,C
0.0,22.0,0.075,C
13.0,0.0,0.0,B
13.0,0.0,0.0,B
13.0,0.0,0.0,B
13.0,0.0,0.0,B
13.0,0.0,0.0,B
17.0,0.0,0.6,C
9.0,0.0,0.0,B
0.0,0.0,0.0,A
2.0,0.0,0.0,A
7.0,30.0,0.05,D
13.0,0.0,0.0,B
8.0,26.0,0.15,D
5.81,0.0,0.0,A
4.5,20.0,0.08,C
4.9,0.2,0.0,A
16.8,0.0,0.0,C
13.0,9.0,0.124,B
5.09,0.0,0.021,A
0.0,38.4,0.0,D
17.0,64.0,0.26,D
16.0,5.0,0.87,B
16.0,5.0,0.87,B
6.0,7.0,0.105,B
12.0,14.0,0.13,C
2.0,2.0,0.025,A
10.0,12.0,0.18,B
2.0,2.0,0.025,A
3.0,0.0,0.035,A
12.0,13.0,0.13,C
10.0,8.0,0.12,B
2.0,2.0,0.025,A
3.5,0.0,0.0,A
10.0,9.0,0.085,B
9.0,10.0,0.135,B
2.3,1.0,0.0,A
10.0,11.0,0.14,B
0.08,0.0,0.04,A
11.0,9.0,0.085,B
3.0,0.0,0.148,A
0.0,1.0,0.02,A
6.0,13.0,0.04,C
6.0,13.0,0.04,C
0.0,6.0,0.02,B
1.0,6.0,0.01,B
2.0,8.0,0.08,B
8.0,0.0,0.0,B
4.0,0.0,0.0,A
3.8,0.0,0.0,A
2.8,0.0,0.0,A
2.0,0.0,0.0,A
1.0,0.057,0.0,A
2.0,0.0,0.0,A
2.8,0.0,0.0,A
2.0,0.0,0.0,A
2.0,0.0,0.0,A
4.0,2.0,0.0,A
0.0,2.0,0.0,A
0.0,2.0,0.0,A
36.35,0.0,0.0,D
52.0,6.0,0.045,D
14.0,1.0,0.53,B
17.0,1.0,0.43,C
8.0,0.0,0.69,B
12.0,3.0,0.67,B
0.5,4.0,0.06,A
0.0,1.0,0.01,A
1.5,0.0,0.0,A
0.0,2.0,0.49,A
24.0,30.0,0.04,D
38.0,18.0,0.03,D
7.0,2.0,0.29,B
5.0,3.0,0.125,A
4.0,4.0,0.23,A
3.5,1.0,0.0,A
8.0,1.0,0.27,B
4.0,1.0,0.09,A
13.0,0.0,0.0,B
31.1,0.0,0.0,C
30.9,20.0,0.58,C
19.0,4.0,0.9,C
17.0,8.0,1.19,C
4.0,3.0,0.35,A
6.0,5.0,0.6,B
14.0,3.0,1.06,B
12.0,2.0,0.0,B
15.0,4.0,0.86,B
16.0,5.0,1.02,B
16.0,3.0,0.93,B
18.0,2.0,1.01,C
13.0,6.0,0.93,B
13.0,3.0,0.94,B
15.0,2.0,1.14,B
22.0,6.0,1.19,C
18.0,6.0,0.92,C
16.0,2.0,1.05,B
16.0,5.0,1.02,B
15.0,3.0,0.93,B
19.0,4.0,0.9,C
14.0,2.0,0.0,B
14.0,5.0,1.2,B
13.0,3.0,1.15,B
17.0,3.0,0.94,C
23.0,5.0,1.12,C
17.0,3.0,0.82,C
21.0,2.0,0.87,C
19.0,2.0,0.87,C
22.0,6.0,0.81,C
24.0,7.0,1.01,C
14.0,5.0,1.17,B
14.0,2.0,1.26,C
14.0,3.0,1.04,B
19.0,6.0,0.85,C
16.0,5.0,0.92,B
14.0,6.0,1.16,B
18.0,2.0,0.0,C
13.0,7.0,1.0,B
18.0,2.0,1.21,C
18.0,2.0,0.95,C
16.0,3.0,0.88,B
16.0,3.0,1.02,B
14.0,6.0,1.16,B
14.0,2.0,0.99,B
18.0,2.0,1.01,C
5.0,1.0,0.1,A
4.0,0.0,0.0,A
5.0,0.0,0.0,A
4.0,2.0,0.15,A
3.5,0.0,0.0,A
6.0,9.0,0.07,B
7.0,20.0,0.075,C
6.0,15.0,0.055,C
6.0,5.0,0.06,A
4.5,21.0,0.0,C
3.0,0.0,0.0,A
4.5,10.0,0.1,B
2.5,0.0,0.0,A
8.0,0.0,0.0,B
4.5,0.0,0.0,A
4.5,19.0,0.065,C
0.5,7.0,0.01,B
0.0,4.0,0.01,A
1.5,9.0,0.005,B
4.0,18.0,0.035,C
1.9,1.7,0.04,A
3.7,2.6,0.048,A
2.5,1.7,0.041,A
3.3,1.9,0.085,A
4.0,16.0,0.17,C
2.5,4.0,0.04,A
4.0,19.0,0.17,C
2.5,11.0,0.02,B
4.0,11.0,0.09,B
4.0,2.0,0.105,A
2.5,5.0,0.005,A
0.0,2.0,0.0,A
0.0,2.0,0.005,A
4.0,5.0,0.07,A
4.5,2.0,0.16,A
0.0,2.0,0.0,A
0.0,11.0,2.0,C
1.5,4.0,0.055,A
6.0,4.0,0.1,A
0.0,3.0,0.05,A
0.0,2.0,0.035,A
6.0,11.0,0.085,B
4.0,8.0,0.01,B
2.6,10.8,0.0,B
2.5,9.0,0.045,B
4.0,16.0,0.105,C
2.5,10.0,0.065,B
2.5,9.0,0.045,B
6.0,16.0,0.11,C
